Time (sec), Engine RPM (RPM), Intake air temperature (°F), Mass air flow rate (g/s), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Vehicle speed (MPH), O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1), Barometric pressure (inHg)
737.443,3778.25,59,23,-3.90625,-7.8125,31.06856,1.00674,25.2
738.134,3826,59,19,-4.6875,-7.8125,31.68993,1.00943,25.2
738.805,3838.25,59,14.5,0.78125,-7.8125,32.3113,1.00674,25.2
739.453,3830.75,59,13,3.125,-7.8125,32.3113,0.98674,25.2
740.176,3819.5,59,13.25,3.90625,-7.8125,32.3113,0.9921,25.2
740.845,3789.25,59,9.5,-3.125,-7.8125,32.3113,1.02773,25.2
741.488,3711.75,59,9.5,0,-7.8125,31.68993,1.99882,25.2
742.095,3628,59,9.75,0,-7.8125,31.06856,1.07043,25.2
742.831,3610.75,59,11.75,3.125,-7.8125,29.82582,0.93257,25.2
743.488,3607,59,19.75,-0.78125,-7.8125,29.82582,0.97063,25.2
744.118,3654,59,18.75,2.34375,-7.8125,29.82582,0.94672,25.2
744.755,3658,59,18.5,0.78125,-7.8125,31.06856,0.95306,25.2
745.47,3689.5,59,18.75,3.90625,-7.8125,31.06856,0.98552,25.2
746.066,3723.25,59,20.5,4.6875,-7.8125,31.06856,0.97185,25.2
746.708,3749.5,59,17.5,3.125,-7.8125,31.68993,0.9843,25.2
747.32,3764,59,15.75,1.5625,-7.8125,31.68993,0.98674,25.2
748.051,3762.5,59,15.25,-0.78125,-7.8125,31.68993,0.97673,25.2
748.704,3766.75,59,18.25,-6.25,-7.8125,31.68993,1.01602,25.2
749.356,3777.75,59,18,-4.6875,-7.8125,31.68993,0.99357,25.2
750.013,3553,59,9.25,-0.78125,-7.8125,31.68993,1.0126,25.2
750.737,2757.25,59,7.5,0,-7.8125,31.68993,1.77461,25.2
751.345,2486,60.8,15.75,1.5625,-7.8125,31.06856,0.93696,25.2
751.985,2470.75,60.8,18.25,-4.6875,-7.8125,31.06856,0.99503,25.2
752.605,2503.75,60.8,17.25,-2.34375,-7.8125,31.06856,0.99064,25.2
753.358,2505.25,60.8,16.5,-1.5625,-7.8125,31.68993,0.98942,25.2
753.996,2534.25,59,14.75,-0.78125,-7.8125,31.68993,0.97795,25.2
754.613,2550,59,14.25,-6.25,-7.8125,31.68993,0.99357,25.2
755.262,2540.25,59,14.25,-6.25,-7.8125,31.68993,0.9921,25.2
756.008,2545.5,59,14,-6.25,-7.8125,31.68993,1.01602,25.2
756.648,2561.75,59,13.75,-5.46875,-7.8125,32.3113,1.01772,25.2
757.285,2563,59,13.5,-3.90625,-7.8125,32.3113,1.01943,25.2
757.89,2573.75,59,13.75,2.34375,-7.8125,32.3113,0.98674,25.2
758.638,2561.75,59,13.5,3.125,-7.8125,32.3113,0.97551,25.2
759.263,2561.25,59,13.75,-0.78125,-7.8125,32.3113,0.98796,25.2
759.911,2564.75,59,12,-0.78125,-7.8125,32.3113,0.99357,25.2
760.56,2564,59,12.75,0.78125,-7.8125,32.3113,0.99503,25.2
761.332,2569.5,59,11.75,-3.90625,-7.8125,32.3113,1.0126,25.2
761.948,2573.5,60.8,10.75,-3.90625,-7.8125,32.3113,1.01431,25.2
762.56,2579,60.8,8,-3.90625,-7.8125,32.3113,0.9921,25.2
763.185,2549.75,60.8,9,-5.46875,-7.8125,32.3113,1.01602,25.2
763.934,2541.25,60.8,10.75,-4.6875,-7.8125,32.3113,1.01772,25.2
764.542,2533.5,60.8,12.25,2.34375,-7.8125,31.68993,1.00674,25.2
765.165,2545.75,60.8,12.25,4.6875,-7.8125,31.68993,0.98796,25.2
765.824,2532.5,60.8,12,6.25,-7.8125,31.68993,0.97795,25.2
766.535,2536.25,60.8,13.5,3.125,-7.8125,31.68993,0.95941,25.2
767.181,2544.5,59,13.25,0,-7.8125,31.68993,0.97942,25.2
767.83,2545.25,59,12,-2.34375,-7.8125,31.68993,0.9494,25.2
768.463,2537.75,59,12,-3.125,-7.8125,31.68993,0.9555,25.2
769.169,2557,59,11.75,-4.6875,-7.8125,31.68993,0.96063,25.2
769.829,2550.75,59,10.25,-4.6875,-7.8125,31.68993,0.98674,25.2
770.449,2534.25,59,9.75,-7.8125,-7.8125,31.68993,1.04334,25.2
771.061,2508,59,9.5,-7.8125,-7.8125,31.68993,1.03334,25.2
771.772,2499.5,59,11,-7.03125,-7.8125,31.68993,1.0453,25.2
772.444,2502.75,59,12,-7.03125,-7.8125,31.68993,1.02602,25.2
773.095,2496.25,59,12.5,-3.125,-7.8125,31.68993,0.95184,25.2
773.729,2484.75,59,11.75,-4.6875,-7.8125,31.68993,0.94062,25.2
774.489,2477.5,59,9,-7.03125,-7.8125,31.68993,0.95184,25.2
775.086,2482.25,59,9.25,-7.03125,-7.8125,31.06856,0.95941,25.2
775.723,2456.5,59,9.25,-6.25,-7.8125,31.06856,0.98552,25.2
776.364,2466.25,59,10.75,-8.59375,-7.8125,31.06856,1.04725,25.2
777.114,2451,59,12,-7.03125,-8.59375,31.06856,1.04725,25.2
777.762,2443.25,59,12.25,-6.25,-8.59375,31.06856,1.03724,25.2
778.396,2464,59,12.25,-2.34375,-8.59375,31.06856,0.95941,25.2
779.056,2457.25,59,10.75,-4.6875,-8.59375,31.06856,0.9455,25.2
779.812,2450,59,10,-5.46875,-8.59375,31.06856,0.96307,25.2
780.439,2443,59,12.75,-5.46875,-8.59375,31.06856,0.95062,25.2
781.079,2459.5,59,13.25,-6.25,-8.59375,31.06856,0.9494,25.2
781.751,2448.25,59,6,-9.375,-8.59375,31.06856,1.07531,25.2
782.515,2405.25,59,6.25,1.5625,-8.59375,31.06856,1.00674,25.2
783.143,2361,60.8,6.5,0,-8.59375,29.82582,1.99882,25.2
783.772,2285.5,60.8,6,0,-8.59375,29.20445,1.99882,25.2
784.412,2232.75,60.8,6,0,-8.59375,28.58307,1.99882,25.2
785.158,2178.25,60.8,5.75,0,-8.59375,27.9617,1.99882,25.2
785.792,2099.75,62.6,5.75,0,-8.59375,26.71896,1.99882,25.2
786.422,1766.75,62.6,5,0,-8.59375,25.47622,1.99882,25.2
787.053,1271.75,62.6,3.75,0,-8.59375,23.6121,1.99882,25.2
787.807,1049.5,62.6,2.75,0,-8.59375,21.74799,1.2483,25.2
788.411,851.5,64.4,3,0,-8.59375,19.26251,1.03529,25.2
789.072,772.75,64.4,2.75,0.78125,-8.59375,16.15565,0.9921,25.2
789.688,775.5,64.4,2.75,1.5625,-8.59375,13.67017,0.95306,25.2
790.425,790.75,64.4,2.75,0.78125,-8.59375,13.04879,0.9394,25.2
791.056,789.5,64.4,2.5,-0.78125,-8.59375,12.42742,0.93818,25.2
791.686,1580.25,64.4,5.5,-3.125,-8.59375,12.42742,0.93257,25.2
792.314,1661.5,64.4,13.25,-6.25,-8.59375,12.42742,0.95184,25.2
793.032,1795.75,64.4,18,-6.25,-8.59375,13.04879,0.96941,25.2
793.69,1986.5,62.6,21.25,-4.6875,-8.59375,14.29154,0.97063,25.2
794.322,2207.5,62.6,21.75,-3.125,-8.59375,16.77702,1.0043,25.2
794.93,2374.5,62.6,19.75,-2.34375,-8.59375,18.64114,0.98552,25.2
795.76,2498.25,62.6,17.75,-1.5625,-8.59375,19.88388,0.98942,25.2
796.432,2626.75,59,19.25,4.6875,-8.59375,20.50525,0.96185,25.2
797.018,2765,59,17.25,5.46875,-8.59375,22.36936,0.96185,25.2
797.69,2828.25,59,16.75,0,-8.59375,22.99073,0.94306,25.2
798.408,2896.75,59,16.5,0,-8.59375,23.6121,0.95672,25.2
799.065,2938.75,59,16.5,0.78125,-8.59375,23.6121,0.98186,25.2
799.712,2994.25,59,14.75,3.125,-8.59375,24.85485,0.96307,25.2
800.328,3015.5,59,14,2.34375,-8.59375,24.85485,0.9455,25.2
801.032,3023.25,59,10,-1.5625,-8.59375,25.47622,0.96551,25.2
801.693,3028.25,59,9.5,-3.125,-8.59375,25.47622,1.01431,25.2
802.319,3019.75,59,7.25,3.125,-8.59375,25.47622,1.05164,25.2
802.978,2955.75,59,7.75,7.8125,-8.59375,25.47622,0.99064,25.2
803.709,2899.5,59,7.5,0,-8.59375,24.85485,1.99882,25.2
804.344,2821,60.8,7.5,0,-8.59375,23.6121,1.99882,25.2
804.995,2735.5,60.8,7.5,0,-8.59375,22.99073,1.99882,25.2
805.607,2675.5,60.8,7,0,-8.59375,22.99073,1.99882,25.2
806.305,2510,60.8,7,0,-8.59375,22.36936,1.99882,25.2
806.991,2339.75,62.6,6.25,0,-8.59375,20.50525,1.99882,25.2
807.621,2122,62.6,5.75,0,-8.59375,19.26251,1.99882,25.2
808.272,1890,62.6,5,0,-8.59375,16.77702,1.99882,25.2
808.981,1700.75,62.6,4.5,0,-8.59375,15.53428,1.99882,25.2
809.596,1443,64.4,3.75,0,-8.59375,13.67017,1.99882,25.2
810.193,1211.25,64.4,3,0,-8.59375,10.56331,1.99882,25.2
810.878,1061.75,64.4,2.75,0,-8.59375,9.32057,1.99882,25.2
811.753,944,64.4,2.25,0,-8.59375,8.07783,1.31492,25.2
812.381,842.75,64.4,2.25,0,-8.59375,8.07783,1.07287,25.2
813.002,792.25,64.4,2,0,-8.59375,7.45645,1.01943,25.2
813.65,942.75,64.4,3.75,3.125,-8.59375,6.83508,0.97063,25.2
814.389,967.5,64.4,5.25,0.78125,-8.59375,6.83508,0.91158,25.2
815.002,1058.75,66.2,6,-3.90625,-8.59375,7.45645,0.93257,25.2
815.669,1162.5,66.2,7,-4.6875,-8.59375,8.07783,0.95428,25.2
816.302,1279.25,66.2,8,-5.46875,-8.59375,9.32057,0.96429,25.2
817.064,1363.5,66.2,8.25,-3.125,-8.59375,10.56331,0.97429,25.2
817.694,1435.25,64.4,6.75,-2.34375,-8.59375,11.18468,0.96673,25.2
818.32,1485.5,64.4,6,-3.90625,-8.59375,11.18468,0.93257,25.2
818.956,1508.75,64.4,5.5,-3.90625,-8.59375,12.42742,0.96063,25.2
819.69,1522.75,64.4,5,-3.125,-8.59375,12.42742,0.95062,25.2
820.343,1504,64.4,4.5,-1.5625,-8.59375,12.42742,0.97063,25.2
820.982,1383.75,64.4,3.5,3.125,-8.59375,12.42742,0.9921,25.2
821.635,1134.5,64.4,2.75,7.8125,-8.59375,12.42742,0.99796,25.2
822.411,949.75,64.4,2.75,10.15625,-8.59375,11.18468,0.99503,25.2
823.07,846.25,64.4,2.5,6.25,-8.59375,11.18468,0.94428,25.2
823.742,769,64.4,2.25,7.03125,-8.59375,10.56331,0.91817,25.2
824.384,762.75,64.4,2.25,4.6875,-8.59375,9.94194,0.91378,25.2
825.088,778.75,64.4,2.5,3.125,-8.59375,8.07783,0.93379,25.2
825.723,777.25,68,2.5,3.125,-8.59375,7.45645,0.94672,25.2
826.346,768,68,2.5,3.125,-8.59375,6.21371,0.9394,25.2
826.966,782.75,68,2.5,1.5625,-8.59375,4.3496,0.94184,25.2
827.722,777,68,2.5,1.5625,-8.59375,3.72823,0.94062,25.2
828.363,800,68,3,3.125,-8.59375,1.86411,0.9555,25.2
829.014,785.5,68,2.5,-0.78125,-8.59375,1.24274,0.9494,25.2
829.621,770.75,68,2.5,-0.78125,-8.59375,1.24274,0.95794,25.2
830.356,784.75,68,2.5,-0.78125,-8.59375,0.62137,0.95794,25.2
831.018,775.5,68,2.25,-0.78125,-8.59375,0,0.96307,25.2
831.69,784,68,2.5,0.78125,-8.59375,0,0.96941,25.2
832.342,775.5,68,2.25,5.46875,-8.59375,0,0.95941,25.2
833.082,774.75,68,2.5,5.46875,-8.59375,0,0.9455,25.2
833.686,773.5,68,2.25,3.90625,-8.59375,0,0.93696,25.2
834.311,775.5,68,2.5,3.125,-8.59375,0,0.93696,25.2
834.97,778.5,68,2.5,3.125,-8.59375,0,0.94306,25.2
835.69,769,68,2.5,2.34375,-8.59375,0,0.9494,25.2
836.312,775,69.8,2.5,-2.34375,-8.59375,0,0.9394,25.2
836.94,776.75,69.8,2.5,-2.34375,-8.59375,0,0.93818,25.2
837.555,774.75,69.8,2.75,-3.125,-8.59375,0,0.94306,25.2
838.316,784.75,69.8,2.5,-3.125,-8.59375,0,0.94794,25.2
838.99,775.5,69.8,2.5,0.78125,-8.59375,0,0.94306,25.2
839.613,775.25,69.8,2.5,0,-8.59375,0,0.94428,25.2
840.253,775.5,69.8,2.5,-0.78125,-8.59375,0,0.94794,25.2
840.988,785.75,69.8,2.5,-0.78125,-8.59375,0,0.94794,25.2
841.59,776.25,69.8,2.5,-4.6875,-8.59375,0,0.95672,25.2
842.237,778.5,69.8,2.5,-4.6875,-8.59375,0,0.95062,25.2
842.897,773,69.8,2.5,-4.6875,-8.59375,0,0.9494,25.2
843.595,781.25,69.8,2.5,-5.46875,-8.59375,0,0.9494,25.2
844.21,782,69.8,2.5,-5.46875,-8.59375,0,0.95428,25.2
844.827,781.75,69.8,2.5,-5.46875,-8.59375,0,0.95794,25.2
845.491,777.5,69.8,2.5,-4.6875,-8.59375,0,0.9555,25.2
846.253,782.5,69.8,2.5,-0.78125,-8.59375,0,0.94794,25.2
846.858,774.75,69.8,2.5,-0.78125,-8.59375,0,0.95428,25.2
847.492,779.25,69.8,2.5,-0.78125,-8.59375,0,0.96307,25.2
848.134,785,69.8,2.5,-0.78125,-8.59375,0,0.96795,25.2
848.871,780,69.8,2.25,0.78125,-8.59375,0,0.98186,25.2
849.503,1168.5,69.8,5.25,-3.125,-8.59375,0,0.92378,25.2
850.128,613.25,69.8,10.5,0,-8.59375,0,0.98064,25.2
850.742,789,69.8,8.5,0,-8.59375,0.62137,0.97185,25.2
851.477,1188.25,69.8,12.75,-6.25,-8.59375,3.10686,0.98674,25.2
852.065,1409.75,64.4,8.75,0,-8.59375,4.97097,0.9965,25.2
852.76,1643.5,64.4,11.5,1.5625,-8.59375,6.83508,0.96551,25.2
853.599,1843.5,64.4,11.25,-1.5625,-8.59375,7.45645,1.01431,25.2
854.448,2062.5,64.4,11.75,-1.5625,-8.59375,8.07783,0.98942,25.2
855.076,2257,62.6,12.25,-7.8125,-8.59375,9.32057,1.01602,25.2
855.705,2389,62.6,12.75,-1.5625,-8.59375,9.94194,1.0043,25.2
856.351,2555,62.6,14.75,-0.78125,-8.59375,10.56331,1.00552,25.2
857.086,2714.25,62.6,15.5,0.78125,-8.59375,11.18468,1.01602,25.2
857.694,2875,62.6,16,2.34375,-8.59375,12.42742,0.99064,25.2
858.392,3030.5,62.6,14.75,3.90625,-8.59375,13.04879,0.97429,25.2
859.027,3103.75,62.6,14,-3.125,-8.59375,13.67017,0.98552,25.2
859.778,3166.5,62.6,12.25,-3.90625,-8.59375,14.29154,1.01431,25.2
860.408,3178.25,60.8,11.75,-3.90625,-8.59375,14.29154,1.01431,25.2
861.062,3176.75,60.8,11,-3.125,-8.59375,14.29154,1.01431,25.2
861.671,3168,60.8,9.5,0.78125,-8.59375,14.29154,1.01772,25.2
862.401,3074,60.8,7.75,3.125,-8.59375,14.29154,1.01772,25.2
863.017,2930.25,62.6,7.5,7.03125,-8.59375,13.67017,0.97429,25.2
863.633,2692.75,62.6,7.25,0,-8.59375,13.04879,1.05872,25.2
864.303,2543.75,62.6,6.75,0,-8.59375,12.42742,1.16388,25.2
865.071,2336,62.6,6.25,0,-8.59375,11.18468,1.99882,25.2
865.75,2077.75,64.4,6,0,-8.59375,10.56331,1.99882,25.2
866.38,1879.75,64.4,4.75,0,-8.59375,9.32057,1.93394,25.2
867.011,1779.25,64.4,6.5,0,-8.59375,8.07783,0.9555,25.2
867.756,1811,64.4,10.75,-3.90625,-8.59375,7.45645,0.9172,25.2
868.424,1967.5,64.4,10.75,-3.90625,-8.59375,8.07783,0.96941,25.2
869.069,2115.5,64.4,11.5,-3.90625,-8.59375,9.32057,0.94306,25.2
869.706,2253.25,64.4,9.75,-6.25,-8.59375,9.94194,0.93696,25.2
870.472,2259,64.4,7.75,-9.375,-8.59375,9.94194,0.9455,25.2
871.14,2168,64.4,6,-4.6875,-8.59375,9.94194,1.01089,25.2
871.781,2065.5,64.4,7.25,-3.90625,-8.59375,9.32057,0.93257,25.2
872.424,2069.5,64.4,9.75,-6.25,-8.59375,9.32057,0.96307,25.2
873.139,2087.75,64.4,9.5,-6.25,-8.59375,9.32057,0.97942,25.2
873.76,2128.75,64.4,10.75,0,-8.59375,9.32057,0.95941,25.2
874.389,2217.25,64.4,10.5,0.78125,-8.59375,9.32057,0.95062,25.2
875.03,2247.25,64.4,7,-6.25,-8.59375,9.94194,0.94062,25.2
875.759,2224,64.4,8.75,-6.25,-8.59375,9.94194,0.95941,25.2
876.392,2254.25,64.4,9,-6.25,-8.59375,9.94194,0.96941,25.2
876.993,2293.75,64.4,10.75,-6.25,-8.59375,9.94194,0.96185,25.2
877.667,2369.25,64.4,11.5,-5.46875,-8.59375,10.56331,0.9555,25.2
878.418,2399.25,64.4,9,-6.25,-8.59375,10.56331,0.9455,25.2
879.08,2373.5,64.4,7.5,-7.03125,-8.59375,10.56331,0.96429,25.2
879.729,2359.75,64.4,8,-7.8125,-8.59375,10.56331,0.95941,25.2
880.347,2386.75,64.4,9.25,-6.25,-8.59375,10.56331,0.96551,25.2
881.067,2419.5,64.4,9.75,-5.46875,-8.59375,10.56331,0.96307,25.2
881.717,2449,64.4,8.5,-7.8125,-8.59375,10.56331,0.95306,25.2
882.34,2412.25,64.4,8.25,-9.375,-8.59375,10.56331,1.01943,25.2
882.985,2407.25,64.4,9.25,-8.59375,-8.59375,10.56331,1.05628,25.2
883.721,2457.5,64.4,10.25,-6.25,-8.59375,10.56331,1.05408,25.2
884.401,2498.25,64.4,10.75,-4.6875,-8.59375,11.18468,1.02431,25.2
885.263,2555.25,64.4,10.25,-1.5625,-8.59375,11.18468,0.95428,25.2
885.878,2622.75,64.4,10.75,-2.34375,-8.59375,11.18468,0.95941,25.2
886.59,2666.25,64.4,10.75,-1.5625,-8.59375,12.42742,0.96429,25.2
887.298,2710.75,62.6,11,-0.78125,-8.59375,12.42742,0.95428,25.2
887.917,2719.25,62.6,10,-2.34375,-8.59375,12.42742,1.01772,25.2
888.536,2713.25,62.6,10.75,-2.34375,-8.59375,12.42742,1.04139,25.2
889.284,2681,62.6,10.5,-1.5625,-8.59375,12.42742,1.03724,25.2
889.927,2699.5,62.6,10.75,-2.34375,-8.59375,12.42742,1.03944,25.2
890.534,2689,62.6,8.75,0.78125,-8.59375,12.42742,0.98186,25.2
891.176,2614,62.6,6.75,3.90625,-8.59375,12.42742,1.02944,25.2
891.916,2505.75,62.6,6.5,6.25,-8.59375,12.42742,0.9555,25.2
892.545,2410.5,64.4,6.25,6.25,-8.59375,11.18468,0.93476,25.2
893.194,2261.5,64.4,6.25,0,-8.59375,10.56331,1.4479,25.2
893.848,2067.75,64.4,5.75,0,-8.59375,9.94194,1.99882,25.2
894.63,1831.75,64.4,4.75,0,-8.59375,9.32057,1.99882,25.2
895.283,1708.25,66.2,4.25,0,-8.59375,8.07783,1.0919,25.2
895.911,1784.5,66.2,10.25,-1.5625,-8.59375,7.45645,0.92159,25.2
896.525,1882.5,66.2,6.75,-5.46875,-8.59375,8.07783,0.9394,25.2
897.247,1848,66.2,4.75,-3.125,-8.59375,8.07783,0.9965,25.2
897.877,1771.75,64.4,4.25,2.34375,-8.59375,8.07783,0.96429,25.2
898.525,1674.25,64.4,4.25,0.78125,-8.59375,7.45645,0.96429,25.2
899.16,1581.75,64.4,4,2.34375,-8.59375,7.45645,0.96185,25.2
899.966,1432.5,64.4,3.75,2.34375,-8.59375,6.83508,0.9494,25.2
900.569,1309.25,68,3.25,2.34375,-8.59375,6.21371,0.96551,25.2
901.192,1141.5,68,2.75,3.125,-8.59375,4.97097,0.96429,25.2
901.811,1023.75,68,2.5,3.90625,-8.59375,4.3496,0.97063,25.2
902.513,858,68,2.5,4.6875,-8.59375,4.3496,0.95794,25.2
903.155,795,69.8,2.25,3.125,-8.59375,3.72823,0.91939,25.2
903.78,787.5,69.8,2.25,0.78125,-8.59375,3.72823,0.91061,25.2
904.425,1038,69.8,4.5,-2.34375,-8.59375,3.10686,0.91378,25.2
905.158,872.25,69.8,4,-2.34375,-8.59375,3.10686,0.94672,25.2
905.785,797.75,69.8,2,-2.34375,-8.59375,3.72823,0.99796,25.2
906.392,777.75,69.8,2.5,0,-8.59375,3.72823,1.00308,25.2
907.021,769.5,69.8,2.25,1.5625,-8.59375,3.10686,0.97063,25.2
907.753,770.5,69.8,2.25,0.78125,-8.59375,3.10686,0.94184,25.2
908.418,782,69.8,2.25,0,-8.59375,1.86411,0.9394,25.2
909.053,774.5,69.8,2.5,-0.78125,-8.59375,0.62137,0.95428,25.2
909.701,778.75,69.8,2.5,4.6875,-8.59375,0,0.97063,25.2
910.47,764.5,69.8,2.5,5.46875,-8.59375,0,0.98308,25.2
911.104,780.75,71.6,2.5,7.8125,-8.59375,0,0.99942,25.2
911.754,776.5,71.6,2.25,10.15625,-8.59375,0,1.02431,25.2
912.358,776.5,71.6,2.25,14.0625,-8.59375,0,1.01431,25.2
913.116,781,71.6,2.25,11.71875,-8.59375,0,0.97942,25.2
913.842,769,71.6,2.25,10.9375,-8.59375,0,0.92378,25.2
914.912,767.25,71.6,2.25,10.15625,-8.59375,0,0.89719,25.2
915.672,766,71.6,2.25,5.46875,-8.59375,0,0.89182,25.2
916.425,768.5,71.6,2.5,2.34375,-8.59375,0,0.90182,25.2
917.054,774.75,73.4,2.5,-0.78125,-8.59375,0,0.91378,25.2
